
text1,text2,similarity
"— не можу, так, кевіне? я покажу тобі, що можу і чого не можу.","— не Вмію , так , кевіне ? я покажу тобі , що можу і чого не можу .",0.9069767441860465
"тільки спробуй сьогодні витягти мене на це чортове поле, взагалі більше мене не побачите.","тільки Спробуй сьогодні витягти мене на це чортове поле , взагалі більше мене не побачите .",1.0
"нахуй ваші тренування, стартовий склад і ваше злоєбуче ексі!","нахуй ваші вправи , стартовий склад і ваше злоєбуче ексі !",0.62
— припини! ми не маємо часу на твої істерики.,— Випийте ! ми не маємо часу на твої істерики .,0.7941176470588235
"Чорт розвернувся і вдарив у стіну кулаком так , що розбив до крові руку .","ендрю розвернувся і вдарив у стіну кулаком так, що розбив до крові руку.",0.9473684210526315
"кевін ступив уперед , виставивши перед собою долоню , ніби хотів утримати ендрю від повторного виплеску люті , але ваймак опинився ближче — він перехопив руку міньярда і відтяг його від стіни .","кевін ступив уперед, виставивши перед собою долоню, ніби хотів утримати ендрю від повторного виплеску люті, але ваймак опинився ближче — він перехопив руку міньярда і відтяг його від стіни.",1.0
"наче не помічаючи цього, ендрю продовжував свердлити очима кевіна і, коли той відступив, спробував звільнитися з хватки ваймака.","наче не Зважаючи цього , ендрю продовжував свердлити очима кевіна і , коли той відступив , спробував звільнитися з хватки ваймака .",0.897196261682243
"— кхе - кхе , тренере , — Знов повторив ендрю , — я краще піду .","— кхе-кхе, тренере, — знову повторив ендрю, — я краще піду.",0.575
"— Звільніть його , тренере , — озвався аарон .","— відпустіть його, тренере, — озвався аарон.",0.8125
"Змучений погляд ваймака ковзнув з одного брата на іншого , проте аарон мовчки дивився на підлогу , а з усмішки ендрю нічого не можна було прочитати .","втомлений погляд ваймака ковзнув з одного брата на іншого, проте аарон мовчки дивився на підлогу, а з усмішки ендрю нічого не можна було прочитати.",0.9666666666666667
Зрештою ваймак відпустив його руку і сказав :,нарешті ваймак відпустив його руку і сказав:,0.8108108108108109
"— нас з тобою чекає дуже довга і серйозна розмова, ендрю.","— нас з тобою Жде дуже довга і серйозна розмова , ендрю .",0.7045454545454546
"— чудненько, — і оком не змигнув міньярд.","— Дивно. , — і оком не змигнув міньярд .",0.7333333333333333
наступної миті його вже й слід простиг.,наступної миті його вже й слід простиг .,1.0
"— ні, правда, — сказав нікі, коли двері за ендрю зачинилися, — що я пропустив?","— ні , правда , — Зказав нікі , коли двері за ендрю зачинилися , — що я пропустив ?",0.9821428571428571
"— аароне, що це означає? — зажадав пояснень ваймак.","— аароне , що це Значить ? — зажадав пояснень ваймак .",0.8157894736842105
"— поняття не Владію , — байдуже сказав той .","— поняття не маю, — байдуже сказав той.",0.5806451612903226
"— поняття не маю, — повторив аарон голосніше.","— Уявлення не маю , — повторив аарон голосніше .",0.8235294117647058
"— я не знаю, навіщо дзвонив хіґґінс.","— я не знаю , Чого дзвонив хіґґінс .",0.5555555555555556
передзвоніть йому самі або звертайтеся за відповідями до ендрю.,передзвоніть йому самі або Звертайтеся за відповідями до ендрю .,1.0
"кабан був його куратором, а не моїм.","кабан був його куратором , а не моїм .",1.0
я взагалі бачив його лише один раз.,я взагалі бачив його лише один Разум. .,1.0
— але чогось запам'ятав.,— але Чогось. запам'ятав .,1.0
"— а , — раптово Дійшло до нікі , — так це той самий .","— а, — раптово дійшло до нікі, — так це той самий.",1.0
"він не договорив, проте аарон зрозумів, що мав на увазі кузен.","він не Домовив , проте аарон зрозумів , що мав на увазі кузен .",0.7959183673469388
"— так . саме він повідомив мені , що в мене є брат - близнюк .","— так. саме він повідомив мені, що в мене є брат-близнюк.",1.0
"крім загадкової Вислови. , інших відповідей від аарона на тренуванні отримати не вдалося .","крім загадкової фрази, інших відповідей від аарона на тренуванні отримати не вдалося.",0.7567567567567568
"Злодій перестав тиснути , щойно зрозумів , що питання особисте .","ваймак перестав тиснути, щойно зрозумів, що питання особисте.",0.8823529411764706
"ніл очікував, що старшокурсники порушать тему, вийшовши на поле, де тренер їх не почує, однак вони, за прикладом ваймака, виявляли тактовність.","Египет очікував , що старшокурсники порушать тему , вийшовши на поле , де тренер їх не почує , однак вони , за прикладом ваймака , виявляли тактовність .",0.9741379310344828
"час від часу вони з цікавістю поглядали на аарона та нікі, але ні про що не питали.","Пору від часу вони з цікавістю поглядали на аарона та нікі , але ні про що не питали .",0.9538461538461539
"без сета, що вічно чіплявся до кевіна і нікі, без елісон, що звикла кричати на всіх підряд, і без ендрю на воротах з його постійними жарти тренування проходило до того спокійно, що робилося незручно.","без Скиду. , що вічно чіплявся до кевіна і нікі , без елісон , що звикла кричати на всіх підряд , і без ендрю на воротах з його постійними жарти тренування проходило до того спокійно , що робилося незручно .",0.95625
Момент не було витрачено даремно лише завдяки кевіну та даніель .,час не було витрачено даремно лише завдяки кевіну та даніель.,0.8888888888888888
"варто було одержимому грою кевіну опинитися на полі, і відвернути його увагу вже не могло ніщо на світі, а ден чудово справлялася з обов'язками капітана.","варто було одержимому грою кевіну Зустрітися на полі , і відвернути його увагу вже не могло ніщо на світі , а ден чудово справлялася з обов'язками капітана .",0.736
"вона Наганяла лисів , коли ті зменшували темп , і заповнювала незграбні паузи розмовами .","вона підганяла лисів, коли ті зменшували темп, і заповнювала незграбні паузи розмовами.",0.9166666666666666
"і все-таки, коли ваймак оголосив, що тренування закінчено, ніл явно відчув загальне полегшення.","і все - таки , коли Відважник оголосив , що тренування закінчено , ніл явно відчув загальне полегшення .",0.8076923076923077
"зі стадіону всі Виїхали одночасно , але хеммік , як завжди , знехтував правилами дорожнього руху , а тому він і його пасажири дісталися до гуртожитку першими .","зі стадіону всі поїхали одночасно, але хеммік, як завжди, знехтував правилами дорожнього руху, а тому він і його пасажири дісталися до гуртожитку першими.",0.984251968503937
"нікі припаркував автомобіль у далекому кінці паркування для спортсменів, і всі четверо попрямували до «лисячої вежі».","Перемога припаркував автомобіль у далекому кінці паркування для спортсменів , і всі четверо попрямували до « лисячої вежі » .",0.96
"на півдорозі вони помітили фігуру, що їх очікувала.","на півдорозі вони Помітили фігуру , що їх очікувала .",1.0
"ендрю сидів на тротуарі, обхопивши руками схрещені щиколотки, і спостерігав за наближенням товаришів.","ендрю Засідав на тротуарі , обхопивши руками схрещені щиколотки , і спостерігав за наближенням товаришів .",0.9186046511627907
"— при застуді рекомендується постільний режим, — сухо зауважив кевін.","— при Застуді рекомендується постільний режим , — сухо зауважив кевін .",1.0
"— який ти Ощадливий , — посміхнувся ендрю .","— який ти дбайливий, — посміхнувся ендрю.",0.9032258064516129
"— не Рев , кевіне .","— не плач, кевіне.",0.5454545454545454
"міцний сон, доза вітаміну с і все як рукою зніме.","міцний сон , Порція вітаміну с і все як рукою зніме .",0.6578947368421053
нікі присів перед ним навкарачки.,Перемога присів перед ним навкарачки .,0.8571428571428571
"— гей , ти Чим , нормально ?","— гей, ти як, нормально?",0.5294117647058824
"— що за Дивні запитання , нікі ?","— що за дивні запитання, нікі?",1.0
— Тоді. це вже проблема .,— тоді це вже проблема.,1.0
ніл обернувся : на паркуванні з'явилася вантажівка метта .,ніл обернувся: на паркуванні з'явилася вантажівка метта.,1.0
"перш ніж для здоровезного фургона знайшлося вільне місце, паркування йому довелося об'їхати двічі.","Спочатку ніж для здоровезного фургона знайшлося вільне місце , паркування йому довелося об'їхати двічі .",0.9518072289156626
"ендрю жестом наказав нікі не загороджувати огляд, і той слухняно підвівся і відійшов убік.","Чорт жестом наказав нікі не загороджувати огляд , і той слухняно підвівся і відійшов убік .",0.9466666666666667
"дочекавшись , поки ден , Мрійник і рене підійдуть ближче , ендрю розкинув руки .","дочекавшись, поки ден, метт і рене підійдуть ближче, ендрю розкинув руки.",0.5967741935483871
"— рене , слава богу ! з поверненням .","— рене, слава богу! з поверненням.",1.0
"ходімо , я тебе забираю .","ходімо, я тебе забираю.",1.0
ти ж не проти ? от і Прекрасно .,ти ж не проти? от і чудово.,0.5909090909090909
— з собою щось Забирати ?,— з собою щось брати?,0.5555555555555556
— я вже все взяв.,— я вже все Узяв .,0.9090909090909091
— ендрю підвівся і Пішов до виходу з паркування .,— ендрю підвівся і попрямував до виходу з паркування.,0.5526315789473685
"рене Здійснилася на сто вісімдесят градусів і пішла слідом , наздогнавши його за кілька широких кроків .","рене повернулася на сто вісімдесят градусів і пішла слідом, наздогнавши його за кілька широких кроків.",0.9302325581395349
"Египет кинув погляд на ден . її губи стиснулися в тонку ниточку , проте здивованою вона не виглядала і гукати подругу не стала .","ніл кинув погляд на ден. її губи стиснулися в тонку ниточку, проте здивованою вона не виглядала і гукати подругу не стала.",0.9411764705882353
"метт Розкрив рота , збираючись вставити своє слово , але по обличчю даніель зрозумів , що краще промовчати .","метт відкрив рота, збираючись вставити своє слово, але по обличчю даніель зрозумів, що краще промовчати.",0.9651162790697675
"всі ніби завмерли, і тільки коли ендрю і рене зникли з очей, аарон різко розвернувся і попрямував геть, але не до гуртожитку, а по дорозі, що огинала «лисячу нору» і вела назад до кампуса.","всі ніби завмерли , і тільки Як ендрю і рене зникли з очей , аарон різко розвернувся і попрямував геть , але не до гуртожитку , а по дорозі , що огинала « лисячу нору » і вела назад до кампуса .",0.8456375838926175
"— так, — нарешті подав голос метт, — може, вже якось це обговоримо?","— так , — Зрештою подав голос метт , — може , вже якось це обговоримо ?",0.8541666666666666
"попри спеку, нікі мерзлякувато зіщулився і мотнув підборіддям у бік входу.","попри Спеку. , нікі мерзлякувато зіщулився і мотнув підборіддям у бік входу .",1.0
— спершу треба випити.,— Спочатку треба випити .,0.7058823529411765
Гравці університетської команди ексі займали три кімнати на третьому поверсі .,гравці університетської команди ексі займали три кімнати на третьому поверсі.,1.0
"ендрю зі своєю компанією Мешкав у тій , що ближче до сходів , у наступній жили дівчата , а останню ділили метт і ніл — тепер уже без сета .","ендрю зі своєю компанією жив у тій, що ближче до сходів, у наступній жили дівчата, а останню ділили метт і ніл — тепер уже без сета.",0.7523809523809524
"Як вони підійшли до дверей , ден підбадьорливо стиснула пальці метта з такою силою , що побіліли кісточки , але йому , очевидно , це не допомогло .","коли вони підійшли до дверей, ден підбадьорливо стиснула пальці метта з такою силою, що побіліли кісточки, але йому, очевидно, це не допомогло.",0.9824561403508771
"він безглуздо витріщався на в'язку ключів, затиснуту в іншій руці, ніби забув, яким ключем треба відчиняти.","він безглуздо Вирячився на в'язку ключів , затиснуту в іншій руці , ніби забув , яким ключем треба відчиняти .",0.7931034482758621
"— він був таким засранцем , — пробурмотів метт .","— він був таким засранцем, — пробурмотів метт.",1.0
"— Відаю , — зітхнула ден .","— знаю, — зітхнула ден.",0.8125
метт набрав повні груди Неба і зрештою зважився відімкнути замок .,метт набрав повні груди повітря і зрештою зважився відімкнути замок.,0.6
"відчинив двері та відразу відскочив, ще міцніше вчепившись в руку ден. похмурий вираз обличчя даніель змусив ніла витягнути шию, але щось розгледіти з-за спини метта було важко.","Відімкнув двері та відразу відскочив , ще міцніше вчепившись в руку ден . похмурий вираз обличчя даніель змусив ніла витягнути шию , але щось розгледіти з-за спини метта було важко .",0.958904109589041
"втім, довго чекати не довелося: ден зібралася з духом і увійшла першою, тягнучи бойда за собою.","Проте , довго чекати не довелося : ден зібралася з духом і увійшла першою , тягнучи бойда за собою .",0.9473684210526315
"ніл зупинився на порозі , оцінюючи зміни .","ніл зупинився на порозі, оцінюючи зміни.",1.0
"востаннє він був тут у неділю вранці й то забіг лише для того, аби зібрати сумку для переїзду до ваймака.","Останнім він був тут у неділю вранці й то забіг лише для того , аби зібрати сумку для переїзду до ваймака .",0.9166666666666666
"у неділю кімната виглядала як завжди, але за минулі дні хтось виніс усі речі сета.","у неділю кімната виглядала як завжди , але за минулі дні хтось виніс усі речі сета .",1.0
"крім того , Щезли третій письмовий стіл та тумбочка , яку сет перетворив на міністелаж для підручників та конспектів .","крім того, зникли третій письмовий стіл та тумбочка, яку сет перетворив на міністелаж для підручників та конспектів.",0.8854166666666666
зяюча порожнеча між столами ніла та метта впадала в око.,зяюча Пустота між столами ніла та метта впадала в око .,0.717391304347826
"залишивши старшокурсників наодинці з цією новою пусткою, ніл попрямував до спальні.","залишивши старшокурсників наодинці з цією новою порожнечею , ніл попрямував до спальні .",0.6056338028169014
"двоярусне ліжко ніла і метта нікуди не поділося, а ось ліжко сета забрали.","Двоповерховий ліжко ніла і метта нікуди не поділося , а ось ліжко сета забрали .",0.8666666666666667
"залишилися лише дві скриньки для одягу — колись вони були запхані під ліжко, а тепер являли світові свою покриту тонким шаром пилу поверхню.","Зосталися лише дві скриньки для одягу — колись вони були запхані під ліжко , а тепер являли світові свою покриту тонким шаром пилу поверхню .",0.9478260869565217
"ніби ніякого Міста гордона тут ніколи й не було , ніби його зовсім не існувало .","ніби ніякого сета гордона тут ніколи й не було, ніби його зовсім не існувало.",0.7777777777777778
ніл подумки запитав себе: чи зникнуть так само легко всі нагадування про нього самого?,Єгипет подумки запитав себе : чи зникнуть так само легко всі нагадування про нього самого ?,0.9577464788732394
"кинувши сумку на комод , він повернувся до вітальні .","кинувши сумку на комод, він повернувся до вітальні.",1.0
"ден і метт сиділи на дивані, тісно притиснувшись один до одного.","День і метт сиділи на дивані , тісно притиснувшись один до одного .",0.9423076923076923
"метт свердлив очима ту ділянку стіни, де раніше стояв стіл сета.","метт просвердлив очима ту ділянку стіни , де раніше стояв стіл сета .",0.9230769230769231
"ден Подивилася на ніла , але з її вуст не злетіло жодного слова .","ден поглянула на ніла, але з її вуст не злетіло жодного слова.",0.74
"чи то розуміла, що він не потребує втіхи, чи просто не знала, що говорити.","чи то Зрозуміла , що він не потребує втіхи , чи просто не знала , що говорити .",0.9298245614035088
незабаром Підтяглися нікі та кевін .,незабаром підтягнулися нікі та кевін.,0.5333333333333333
Перемога приніс велику майже дволітрову пляшку рому і почату пляшку коли ; кевін дістав із кухонної шафки склянки .,нікі приніс велику майже дволітрову пляшку рому і почату пляшку коли; кевін дістав із кухонної шафки склянки.,0.9157894736842105
нікі з видимим зусиллям відірвав погляд від спорожнілого простору вітальні.,нікі з видимим Напруженням відірвав погляд від спорожнілого простору вітальні .,0.7384615384615385
"він Поклав напої на кавовий столик , а потім сів , підігнувши коліна , навпроти ден та метта .","він поставив напої на кавовий столик, а потім сів, підігнувши коліна, навпроти ден та метта.",0.8888888888888888
кевін Вмістив на столику п'ять склянок і влаштувався поряд із нікі .,кевін розмістив на столику п'ять склянок і влаштувався поряд із нікі.,0.8909090909090909
"встигнувши забрати склянку до того, як нікі почне розливати алкоголь, ніл сів у куті столика, звідки бачив усіх одразу.","Здогнавши забрати склянку до того , як нікі почне розливати алкоголь , ніл сів у куті столика , звідки бачив усіх одразу .",0.9484536082474226
"нікі наповнив склянки, роздав їх лисам і підняв свій у мовчазному тості.","нікі наповнив Чашки , роздав їх лисам і підняв свій у мовчазному тості .",0.7288135593220338
"його ніхто не підтримав, проте нікі не став довго чекати й одним махом проковтнув половину порції, а потім долив ще й знову подивився туди, де раніше стояв стіл сета.","його ніхто не підтримав , проте нікі не став довго чекати й одним махом Проковтнув половину порції , а потім долив ще й знову подивився туди , де раніше стояв стіл сета .",1.0
"— ну , — Непевно почав він , — ось , значить , як .","— ну, — невпевнено почав він, — ось, значить, як.",0.7931034482758621
продовжити йому завадив метт.,Здійснити йому завадив метт .,0.72
"на обличчі метта ясно читалося, що він поки не готовий говорити про сета, тим паче з хемміком.","на обличчі Метаморфози. ясно читалося , що він поки не готовий говорити про сета , тим паче з хемміком .",0.8133333333333334
"він відволік нікі, змінивши тему:","він відволік Перемога , змінивши тему :",0.4444444444444444
"— як вийшло , що аарон не Відав про брата ?","— як вийшло, що аарон не знав про брата?",0.5666666666666667
"Перемога скривився , хоча ніл не зрозумів , від чого — від питання чи різкого тону метта .","нікі скривився, хоча ніл не зрозумів, від чого — від питання чи різкого тону метта.",0.8840579710144928
— вони ж близнюки .,— вони ж близнюки.,1.0
"— нікі зробив паузу, щоб до всіх дійшло, по черзі оглянув незрозумілі обличчя товаришів і недовірливо насупився.","— нікі зробив Перерву , щоб до всіх дійшло , по черзі оглянув незрозумілі обличчя товаришів і недовірливо насупився .",0.8586956521739131
"— ну , Оцініть самі .","— ну, прикиньте самі.",0.46153846153846156
уявіть себе на Місці моєї тітки тільди .,уявіть себе на місці моєї тітки тільди.,1.0
"ось ви б горіли Забаганкою повідомити аарона , що здали його брата - близнюка до притулку відразу після народження ? вона сподівалася , що ця таємниця ніколи не відкриється .","ось ви б горіли бажанням повідомити аарона, що здали його брата-близнюка до притулку відразу після народження? вона сподівалася, що ця таємниця ніколи не відкриється.",0.8714285714285714
"— але аарон Коли-небудь дізнався , — подав голос ніл .","— але аарон якось дізнався, — подав голос ніл.",0.5897435897435898
і з того часу я вірю в долю.,і з того часу я вірю в Фортуну .,0.85
аарон народився і виріс у сан-хосе.,аарон народився і виріс у Статус - хосе .,0.8214285714285714
"Напевно , тітці тільді набридло зустрічатися з місцевими чоловіками , і вона почала заводити знайомства по інтернету .","мабуть, тітці тільді набридло зустрічатися з місцевими чоловіками, і вона почала заводити знайомства по інтернету.",0.9285714285714286
"аарону якраз стукнуло тринадцять, коли тітка тільда зійшлася з тим чуваком з окленда.","аарону Саме стукнуло тринадцять , коли тітка тільда зійшлася з тим чуваком з окленда .",0.8591549295774648
"Свіжий дружок вирішив , що їм найкраще зустрітися на футбольному матчі — і весело , і цікаво , і народ навколо , — так що вона посадила аарона в тачку і помчала в окленд .","новий дружок вирішив, що їм найкраще зустрітися на футбольному матчі — і весело, і цікаво, і народ навколо, — так що вона посадила аарона в тачку і помчала в окленд.",0.9692307692307692
"аарон Оповідав , що він стояв у черзі за пончиками , коли до нього підійшов якийсь коп , назвав його ендрю і заговорив , як зі старим знайомим .","аарон розповідав, що він стояв у черзі за пончиками, коли до нього підійшов якийсь коп, назвав його ендрю і заговорив, як зі старим знайомим.",0.9459459459459459
"аарон спочатку вирішив , що він або Шалений , або просто обізнався , але коп швидко допетрав , що до чого .","аарон спочатку вирішив, що він або божевільний, або просто обізнався, але коп швидко допетрав, що до чого.",0.6419753086419753
"— хіґґінс , — здогадався метт .","— хіґґінс, — здогадався метт.",1.0
"— так. як тільки хіґґінс зрозумів, що перед ним не той брат, він змусив аарона відвести його до тітки тільди.","— так . як тільки хіґґінс зрозумів , що перед ним не той брат , він змусив аарона Звести його до тітки тільди .",0.7411764705882353
"розумієте, хіґґінс подумав, що тітка тільда — названа мати й що система опіки чомусь розлучила аарона з ендрю.","Тямите , хіґґінс подумав , що тітка тільда — названа мати й що система опіки чомусь розлучила аарона з ендрю .",0.9213483146067416
у нього виникла ідея З'єднати сім'ю .,у нього виникла ідея возз'єднати сім'ю.,0.6071428571428571
"загалом, тітка залишила йому свій номер телефону, щоб якнайшвидше відповісти, і відвезла аарона додому.","Взагалі , тітка залишила йому свій номер телефону , щоб якнайшвидше відповісти , і відвезла аарона додому .",0.9186046511627907
"не знаю , нащо вона дала номер .","не знаю, навіщо вона дала номер.",0.6521739130434783
"може, посоромилася відмовити чи не хотіла говорити правду.","може , Зсоромилася відмовити чи не хотіла говорити правду .",0.8775510204081632
"хоч би що там було , Прийдешнього дня їй зателефонувала названа мати ендрю , щоб влаштувати зустріч братів , але тітка тільда сказала « ні » .","хоч би що там було, наступного дня їй зателефонувала названа мати ендрю, щоб влаштувати зустріч братів, але тітка тільда сказала «ні».",0.7946428571428571
"вона Дала зрозуміти , що не хоче нічого знати про ендрю : ні як він виглядає , ні як живе , нічого .","вона дала зрозуміти, що не хоче нічого знати про ендрю: ні як він виглядає, ні як живе, нічого.",1.0
вона навіть взяла з тієї жінки обіцянку більше ніколи їй не дзвонити.,вона навіть взяла з тієї жінки Запоруку більше ніколи їй не дзвонити .,0.8947368421052632
Перемога прикінчив другу склянку і налив собі третю .,нікі прикінчив другу склянку і налив собі третю.,0.8181818181818182
"— але аарон зрозумів , хто дзвонить , і йому отож не терпілося з'ясувати подробиці , що він не чекав , поки мати закінчить розмову .","— але аарон зрозумів, хто дзвонить, і йому так не терпілося з'ясувати подробиці, що він не чекав, поки мати закінчить розмову.",0.66
"щойно тітка тільда підняла Трубку на кухні , він побіг у спальню , де стояв паралельний телефон .","щойно тітка тільда підняла слухавку на кухні, він побіг у спальню, де стояв паралельний телефон.",0.6623376623376623
Ось усе й випливло назовні .,отак усе й випливло назовні.,0.8636363636363636
— Перемога подивився на свій напій .,— нікі подивився на свій напій.,0.7142857142857143
"— аарон сказав, що це був найгірший день у його житті.","— аарон Сказав , що це був найгірший день у його житті .",1.0
"— господи, — жахнувся метт, — я його розумію.","— Пануй , — жахнувся метт , — я його розумію .",0.7741935483870968
"він Визнався матері , що підслухав ?","він зізнався матері, що підслухав?",0.9285714285714286
потім вони про все поговорили.,Згодом вони про все поговорили .,0.88
"але тітка тільда була Безумовно проти будь-якого спілкування з ендрю , тому аарон сам потай зателефонував до поліції окленда .","але тітка тільда була категорично проти будь-якого спілкування з ендрю, тому аарон сам потай зателефонував до поліції окленда.",0.7884615384615384
він знайшов координаторів програми пал та попросив їх передати його контактні дані ендрю.,він Відшукав координаторів програми пал та попросив їх передати його контактні дані ендрю .,0.881578947368421
"а через два тижні отримав електронкою лист, який звучав щось на кшталт: «пішов нахуй».","а через два Семидні отримав електронкою лист , який звучав щось на кшталт : « пішов нахуй » .",0.8571428571428571
метт стомлено потер скроні.,метт Змучити потер скроні .,0.5217391304347826
"— так, це схоже на ендрю.","— так , це схоже на Біду .",0.7647058823529411
"— деякі Люди не змінюються , — знизав плечима нікі .","— деякі люди не змінюються, — знизав плечима нікі.",1.0
— і як же ааронові вдалося вмовити ендрю? — запитала ден.,— і як же Аронові вдалося вмовити ендрю ? — запитала ден .,0.8604651162790697
нікі подивився на неї з подивом.,Перемога подивився на неї з подивом .,0.8461538461538461
"— стривай, — не зрозуміла ден. — що означає «ніяк»?","— Терпи. , — не зрозуміла ден . — що означає « ніяк » ?",0.8055555555555556
— аарон більше не намагався йому писати .,— аарон більше не намагався йому писати.,1.0
"не Відаю , хто розповів названимбатькам ендрю про аарона — сам ендрю чи той коп , філ хіґґінс , — але названа мати ендрю надіслала ааронові листа .","не знаю, хто розповів названимбатькам ендрю про аарона — сам ендрю чи той коп, філ хіґґінс, — але названа мати ендрю надіслала ааронові листа.",0.956140350877193
"хотіла, щоб навесні аарон знову спробував зв'язатися з ендрю; говорила, типу, на канікулах вони всі замоталися, вдома багато чого по-новому, таке інше.","Бажала , щоб навесні аарон знову спробував зв'язатися з ендрю ; говорила , типу , на канікулах вони всі замоталися , вдома багато чого по-новому , таке інше .",0.9669421487603306
"коротше, аарон сидів і чекав, та й дочекався.","Коротше , аарон сидів і чекав , та й дочекався .",1.0
"у березні ендрю загримів у колонію, а аарон потроху передумав знайомитись із братом.","у Марті. ендрю загримів у колонію , а аарон потроху передумав знайомитись із братом .",0.9
через два місяці тітка Хвиля продала будинок у сан - хосе та разом з аароном переїхала до південної кароліни .,через два місяці тітка тільда продала будинок у сан-хосе та разом з аароном переїхала до південної кароліни.,0.7303370786516854
— то Як вони таки зустрілися ? — не могла втямити ден .,— то коли вони таки зустрілися? — не могла втямити ден.,0.9230769230769231
"— мій батько Довідався про ендрю п'ять років тому , виходить ... — нікі почав загинати пальці , — років чотири з половиною плюс - мінус .","— мій батько дізнався про ендрю п'ять років тому, виходить ... — нікі почав загинати пальці, — років чотири з половиною плюс-мінус.",0.86
батько поїхав до каліфорнії поговорити з названими батьками ендрю та відвідати його у колонії.,батько поїхав до каліфорнії поговорити з названими батьками ендрю та Навідати його у колонії .,0.7375
"через місяця він привіз до нього аарона , хоча я не вважаю це півгодинне побачення під наглядом за повноцінне знайомство .","через місяць він привіз до нього аарона, хоча я не вважаю це півгодинне побачення під наглядом за повноцінне знайомство.",0.99
